Facility ID,LGA Name,Facility Name,Facility_AutoNumber,Street #,Street Name,Street Type,Suburb/Town,Pcode,Melway Ref,VicRoads Ref,Latitude,Longitude,Facility Ownership,Facility Purpose,Facility Category,CFA Safer Place?,Access_,FaciltySportPlayedID,Facility ID,Sports Played,Number of Field/Courts,Field/Surface Type,Age of Facility,Condition of Facility,Facility Upgrade Age,Changerooms,Facility Features,Spectator numbers for seating/shelter,FullAddress,MelwaysVicRoadsRef
ARARAT12879,Ararat Rural City Council,Elmhurst Recreation Reserve,109,,Green,Street,ELMHURST,3469,,57 E4,-37.183506,143.243133,,,,FALSE,,21583,ARARAT12879,Cricket,1.00,Synthetic Pitch,,,,,,," Green Street, ELMHURST 3469",57 E4
ARARAT12872,Ararat Rural City Council,Gordon Street Recreation Reserve,102,,Gordon,Street,ARARAT,3377,,554 H9,-37.290964,142.944466,,,,FALSE,,21574,ARARAT12872,Cricket,1.00,Synthetic Pitch,,,,,,," Gordon Street, ARARAT 3377",554 H9
ARARAT12882,Ararat Rural City Council,Lake Bolac Recreation Reserve,112,,Mortlake,Road,LAKE BOLAC,3351,,555 T9,-37.718696,142.842711,,,,FALSE,,21588,ARARAT12882,Cricket,1.00,Synthetic Pitch,,,,,,," Mortlake Road, LAKE BOLAC 3351",555 T9
ARARAT12885,Ararat Rural City Council,Mininera Recreation Reserve,115,,Mac,Street,MININERA,3351,,74 H3,-37.602218,142.963743,,,,FALSE,,21595,ARARAT12885,Cricket,1.00,Synthetic Pitch,,,,,,," Mac Street, MININERA 3351",74 H3
ARARAT12886,Ararat Rural City Council,Moyston Recreation Reserve,116,2,Moyston-Great Western,Road,MOYSTON,3377,,56 D6,-37.299648,142.765968,,,,FALSE,,21599,ARARAT12886,Cricket,1.00,Synthetic Pitch,,,,,,,"2 Moyston-Great Western Road, MOYSTON 3377",56 D6
ARARAT12887,Ararat Rural City Council,Pomonal Recreation Reserve,117,,Ararat-Halls Gap,Road,POMONAL,3381,,56 B5,-37.195245,142.610113,,,,FALSE,,21602,ARARAT12887,Cricket,1.00,Synthetic Pitch,,,,,,," Ararat-Halls Gap Road, POMONAL 3381",56 B5
ARARAT12862,Ararat Rural City Council,Richardson Oval,92,,Golf Links,Road,ARARAT,3377,,554 B5,-37.270497,142.916201,,,,FALSE,,21554,ARARAT12862,Cricket,1.00,Synthetic Pitch,,,,,,," Golf Links Road, ARARAT 3377",554 B5
ARARAT12889,Ararat Rural City Council,Tatyoon Recreation Reserve,119,,Tatyoon,Road,TATYOON,3378,,74 H2,-37.52441,142.943444,,,,FALSE,,21607,ARARAT12889,Cricket,1.00,Turf Pitch,,,,,,," Tatyoon Road, TATYOON 3378",74 H2
ARARAT12891,Ararat Rural City Council,Wickliffe Recreation Reserve,121,,Willaura-Wickliffe,Road,WICKLIFFE,3379,,74 D5,-37.685497,142.722645,,,,FALSE,,21611,ARARAT12891,Cricket,1.00,Synthetic Pitch,,,,,,," Willaura-Wickliffe Road, WICKLIFFE 3379",74 D5
ARARAT12894,Ararat Rural City Council,Willaura Recreation Reserve,124,,Delacome,Way,WILLLAURA,3379,,555 T3,-37.545101,142.744682,,,,FALSE,,21616,ARARAT12894,Cricket,1.00,Synthetic Pitch,,,,,,," Delacome Way, WILLLAURA 3379",555 T3
ARARAT12864,Ararat Rural City Council,Alexandra Croquet Club,94,,High,Street,ARARAT,3377,,554 E7,-37.282005,142.93149,,,,FALSE,,21557,ARARAT12864,Croquet,1.00,,,,,,,," High Street, ARARAT 3377",554 E7
ARARAT5315,Ararat Rural City Council,Ararat to Cowlands,5315,,Pyreness,Highway,ARARAT,,,,-37.271082,142.94756,,Both,,FALSE,,27563,ARARAT5315,Cycling,1.00,Road,,,,,,," Pyreness Highway, ARARAT ",
ARARAT5316,Ararat Rural City Council,Ararat to Elmherst,5316,,Pyrenees,Highway,ARARAT,,,,-37.271082,142.94756,,,,FALSE,,27564,ARARAT5316,Cycling,1.00,Road,,,,,,," Pyrenees Highway, ARARAT ",
ARARAT5317,Ararat Rural City Council,Armstrong Circuit,5317,,Military Bypass,Road,ARARAT,,,,-37.199867,142.88762,,,,FALSE,,27565,ARARAT5317,Cycling,1.00,Road,,,,,,," Military Bypass Road, ARARAT ",
ARARAT5130,Ararat Rural City Council,David Blackie Velodrome,5130,,Pyrness,Highway,ARARAT,3377,,,-37.270736,142.941584,,,,FALSE,,27295,ARARAT5130,Cycling,1.00,Outdoor Velodrome,,,,,,," Pyrness Highway, ARARAT 3377",
ARARAT5318,Ararat Rural City Council,One Tree Hill,5318,,Brewster,Road North,ARARAT,,,,-37.279115,142.91492,,Both,,FALSE,,27566,ARARAT5318,Cycling,1.00,,,,,,,," Brewster Road North, ARARAT ",
ARARAT5320,Ararat Rural City Council,Tatyoon Circuit,5320,,Tatyoon,Road,ARARAT,,,,-37.293243,142.93861,,Both,,FALSE,,27568,ARARAT5320,Cycling,1.00,Road,,,,,,," Tatyoon Road, ARARAT ",
ARARAT11308,Ararat Rural City Council ,Ararat Pony Club Grounds,4699,,Elizabeth ,Street,ARARAT,3377,,,-37.292104,142.935676,,,,FALSE,,26753,ARARAT11308,Equestrian,,,,,,,,," Elizabeth  Street, ARARAT 3377",
ARARAT12871,Ararat Rural City Council,Ararat Rural City Recreation and Aquatics Centre,101,61-73,High,Street,ARARAT,3377,,554 F8,-37.28209,142.932911,,,,FALSE,,21568,ARARAT12871,Fitness / Gymnasium Workouts,,,,,,,,,"61-73 High Street, ARARAT 3377",554 F8
ARARAT12873,Ararat Rural City Council,Aradale Golf Course,103,,Grano,Street,ARARAT,3377,,554 J7,-37.282422,142.95468,,,,FALSE,,21576,ARARAT12873,Golf,1.00,9 Hole Course - Public,,,,,,," Grano Street, ARARAT 3377",554 J7
ARARAT12863,Ararat Rural City Council,Chalambar Bowls & Golf Club,93,,Golf Links,Road,ARARAT,3377,,554 B5,-37.269793,142.909362,,,,FALSE,,21555,ARARAT12863,Golf,1.00,18 Hole Course - Public,,,,,,," Golf Links Road, ARARAT 3377",554 B5
ARARAT12878,Ararat Rural City Council,Elmhurst Golf Club,108,20,Green,Street,ELMHURST,3469,,57 E4,-37.186553,143.245971,,,,FALSE,,21582,ARARAT12878,Golf,1.00,9 Hole Course - Public,,,,,,,"20 Green Street, ELMHURST 3469",57 E4
ARARAT12883,Ararat Rural City Council,Lake Bolac Golf Club,113,,Mortlake,Road,LAKE BOLAC,3351,,555 T9,-37.715756,142.844007,,,,FALSE,,21591,ARARAT12883,Golf,1.00,9 Hole Course - Public,,,,,,," Mortlake Road, LAKE BOLAC 3351",555 T9
ARARAT12888,Ararat Rural City Council,Streatham Golf Club,118,,School,Street,STREATHAM,3351,,75 B4,-37.681405,143.05791,,,,FALSE,,21604,ARARAT12888,Golf,1.00,9 Hole Course - Public,,,,,,," School Street, STREATHAM 3351",75 B4
ARARAT12895,Ararat Rural City Council,Willaura Golf Club,125,,Wickliffe,Road,WILLLAURA,3379,,74 D2,-37.578737,142.752396,,,,FALSE,,21618,ARARAT12895,Golf,1.00,9 Hole Course - Public,,,,,,," Wickliffe Road, WILLLAURA 3379",74 D2
ARARAT12872,Ararat Rural City Council,Gordon Street Recreation Reserve,102,,Gordon,Street,ARARAT,3377,,554 H9,-37.290964,142.944466,,,,FALSE,,21575,ARARAT12872,Hockey,,,,,,,,," Gordon Street, ARARAT 3377",554 H9
ARARAT12874,Ararat Rural City Council,Aradale Bowls Club,104,,Grano,Street,ARARAT,3377,,554 K6,-37.276349,142.958473,,,,FALSE,,21577,ARARAT12874,Lawn Bowls,1.00,Artificial Turf,,,,,,," Grano Street, ARARAT 3377",554 K6
ARARAT12866,Ararat Rural City Council,Ararat Bowls,96,,Collings,Street,ARARAT,3377,,554 E7,-37.281886,142.93024,,,,FALSE,,21560,ARARAT12866,Lawn Bowls,2.00,Artificial Turf,,,,,,," Collings Street, ARARAT 3377",554 E7
ARARAT12870,Ararat Rural City Council,Ararat VRI Bowls Club,100,66,Girldestone,Street,ARARAT,3377,,554 F7,-37.279948,142.933877,,,,FALSE,,21566,ARARAT12870,Lawn Bowls,1.00,Artificial Turf,,,,,,,"66 Girldestone Street, ARARAT 3377",554 F7
ARARAT12863,Ararat Rural City Council,Chalambar Bowls & Golf Club,93,,Golf Links,Road,ARARAT,3377,,554 B5,-37.269793,142.909362,,,,FALSE,,21556,ARARAT12863,Lawn Bowls,2.00,Grass,,,,,,," Golf Links Road, ARARAT 3377",554 B5
ARARAT12880,Ararat Rural City Council,Lake Bolac & District Bowling Club,110,,Frontage,Road,LAKE BOLAC,3351,,555 T10,-37.720296,142.842156,,,,FALSE,,21585,ARARAT12880,Lawn Bowls,1.00,Artificial Turf,,,,,,," Frontage Road, LAKE BOLAC 3351",555 T10
ARARAT12892,Ararat Rural City Council,Willaura Bowls Club,122,,Delacome,Way,WILLLAURA,3379,,555 T3,-37.546223,142.744596,,,,FALSE,,21613,ARARAT12892,Lawn Bowls,1.00,Artificial Turf,,,,,,," Delacome Way, WILLLAURA 3379",555 T3
ARARAT11261,Ararat Rural City Council ,Ararat Motocycle Club,4994,,Warrak ,Road,ARARAT ,,,,-37.277696,142.993778,,,,FALSE,,27160,ARARAT11261,Motor Cycling,,,,,,,,," Warrak  Road, ARARAT  ",
ARARAT12868,Ararat Rural City Council,Alexandra Oval Reserve,98,,Waratah,Avenue,ARARAT,3377,,554 E7,-37.279414,142.927461,,,,FALSE,,21564,ARARAT12868,Netball,,,,,,,,," Waratah Avenue, ARARAT 3377",554 E7
ARARAT12882,Ararat Rural City Council,Lake Bolac Recreation Reserve,112,,Mortlake,Road,LAKE BOLAC,3351,,555 T9,-37.718696,142.842711,,,,FALSE,,21589,ARARAT12882,Netball,2.00,Asphalt,,,,,,," Mortlake Road, LAKE BOLAC 3351",555 T9
ARARAT12885,Ararat Rural City Council,Mininera Recreation Reserve,115,,Mac,Street,MININERA,3351,,74 H3,-37.602218,142.963743,,,,FALSE,,21596,ARARAT12885,Netball,,,,,,,,," Mac Street, MININERA 3351",74 H3
ARARAT12886,Ararat Rural City Council,Moyston Recreation Reserve,116,2,Moyston-Great Western,Road,MOYSTON,3377,,56 D6,-37.299648,142.765968,,,,FALSE,,21600,ARARAT12886,Netball,2.00,Asphalt,,,,,,,"2 Moyston-Great Western Road, MOYSTON 3377",56 D6
ARARAT12889,Ararat Rural City Council,Tatyoon Recreation Reserve,119,,Tatyoon,Road,TATYOON,3378,,74 H2,-37.52441,142.943444,,,,FALSE,,21608,ARARAT12889,Netball,,,,,,,,," Tatyoon Road, TATYOON 3378",74 H2
ARARAT12871,Ararat Rural City Council,Ararat Rural City Recreation and Aquatics Centre,101,61-73,High,Street,ARARAT,3377,,554 F8,-37.28209,142.932911,,,,FALSE,,21569,ARARAT12871,Netball (Indoor),2.00,,,,,,,,"61-73 High Street, ARARAT 3377",554 F8
ARARAT11173,Ararat Rural City Council,Ararat Pistol Club,4995,,Nicole,Street,ARARAT,,,,-37.273998,142.950067,,,,FALSE,,27159,ARARAT11173,Shooting Sports,,,,,,,,," Nicole Street, ARARAT ",
ARARAT12871,Ararat Rural City Council,Ararat Rural City Recreation and Aquatics Centre,101,61-73,High,Street,ARARAT,3377,,554 F8,-37.28209,142.932911,,,,FALSE,,21570,ARARAT12871,Squash / Racquetball,,,,,,,,,"61-73 High Street, ARARAT 3377",554 F8
ARARAT12871,Ararat Rural City Council,Ararat Rural City Recreation and Aquatics Centre,101,61-73,High,Street,ARARAT,3377,,554 F8,-37.28209,142.932911,,,,FALSE,,21571,ARARAT12871,Swimming,,"25m Pool - Indoor, Spa/Sauna, Toddlers Pool",,,,,,,"61-73 High Street, ARARAT 3377",554 F8
ARARAT12867,Ararat Rural City Council,Ararat Solar Olympic Swimming Pool,97,,Vincent,Street,ARARAT,3377,,554 E7,-37.28075,142.928877,,,,FALSE,,21561,ARARAT12867,Swimming,,50m Pool - Outdoor,,,,,,," Vincent Street, ARARAT 3377",554 E7
ARARAT12881,Ararat Rural City Council,Lake Bolac Swimming Pool,111,,Montgomery,Street,LAKE BOLAC,3351,,555 T9,-37.719091,142.840212,,,,FALSE,,21586,ARARAT12881,Swimming,,25m Pool - Outdoor,,,,,,," Montgomery Street, LAKE BOLAC 3351",555 T9
ARARAT12893,Ararat Rural City Council,Willaura Swimming Pool,123,,Delacome,Way,WILLLAURA,3379,,555 T3,-37.546062,142.745701,,,,FALSE,,21614,ARARAT12893,Swimming,,,,,,,,," Delacome Way, WILLLAURA 3379",555 T3
ARARAT12865,Ararat Rural City Council,Alexandra Hall,95,,Collings,Street,ARARAT,3377,,554 E7,-37.281984,142.92884,,,,FALSE,,21559,ARARAT12865,Table Tennis,,,,,,,,," Collings Street, ARARAT 3377",554 E7
ARARAT12869,Ararat Rural City Council,Ararat City Lawn Tennis,99,,Lowe,Street,ARARAT,3377,,554 E7,-37.277621,142.928738,,,,FALSE,,21565,ARARAT12869,Tennis (Outdoor),,Grass,,,,,,," Lowe Street, ARARAT 3377",554 E7
ARARAT12876,Ararat Rural City Council,Buangor Recreation Reserve,106,,Western,Highway,BUANGOR,3375,,57 D7,-37.365352,143.172993,,,,FALSE,,21580,ARARAT12876,Tennis (Outdoor),2.00,,,,,,,," Western Highway, BUANGOR 3375",57 D7
ARARAT12877,Ararat Rural City Council,Cathcart Tennis Club,107,,Denicull Creek,Road,CATHCART,3377,,56 F6,-37.295351,142.878367,,,,FALSE,,21581,ARARAT12877,Tennis (Outdoor),2.00,Asphalt,,,,,,," Denicull Creek Road, CATHCART 3377",56 F6
ARARAT12879,Ararat Rural City Council,Elmhurst Recreation Reserve,109,,Green,Street,ELMHURST,3469,,57 E4,-37.183506,143.243133,,,,FALSE,,21584,ARARAT12879,Tennis (Outdoor),2.00,Asphalt,,,,,,," Green Street, ELMHURST 3469",57 E4
ARARAT12882,Ararat Rural City Council,Lake Bolac Recreation Reserve,112,,Mortlake,Road,LAKE BOLAC,3351,,555 T9,-37.718696,142.842711,,,,FALSE,,21590,ARARAT12882,Tennis (Outdoor),8.00,,,,,,,," Mortlake Road, LAKE BOLAC 3351",555 T9
ARARAT12884,Ararat Rural City Council,Maroona Recreation Reserve,114,,Mortlake-Ararat,Road,MAROONA,3377,,56 F9,-37.439012,142.860913,,,,FALSE,,21593,ARARAT12884,Tennis (Outdoor),2.00,Asphalt,,,,,,," Mortlake-Ararat Road, MAROONA 3377",56 F9
ARARAT12885,Ararat Rural City Council,Mininera Recreation Reserve,115,,Mac,Street,MININERA,3351,,74 H3,-37.602218,142.963743,,,,FALSE,,21597,ARARAT12885,Tennis (Outdoor),,,,,,,,," Mac Street, MININERA 3351",74 H3
ARARAT12886,Ararat Rural City Council,Moyston Recreation Reserve,116,2,Moyston-Great Western,Road,MOYSTON,3377,,56 D6,-37.299648,142.765968,,,,FALSE,,21601,ARARAT12886,Tennis (Outdoor),2.00,Asphalt,,,,,,,"2 Moyston-Great Western Road, MOYSTON 3377",56 D6
ARARAT12887,Ararat Rural City Council,Pomonal Recreation Reserve,117,,Ararat-Halls Gap,Road,POMONAL,3381,,56 B5,-37.195245,142.610113,,,,FALSE,,21603,ARARAT12887,Tennis (Outdoor),2.00,,,,,,,," Ararat-Halls Gap Road, POMONAL 3381",56 B5
ARARAT12888,Ararat Rural City Council,Streatham Golf Club,118,,School,Street,STREATHAM,3351,,75 B4,-37.681405,143.05791,,,,FALSE,,21605,ARARAT12888,Tennis (Outdoor),,,,,,,,," School Street, STREATHAM 3351",75 B4
ARARAT12889,Ararat Rural City Council,Tatyoon Recreation Reserve,119,,Tatyoon,Road,TATYOON,3378,,74 H2,-37.52441,142.943444,,,,FALSE,,21609,ARARAT12889,Tennis (Outdoor),,,,,,,,," Tatyoon Road, TATYOON 3378",74 H2
ARARAT12890,Ararat Rural City Council,Warrak Recreation Reserve,120,,Buangor-Ben Nevis,Road,WARRAK,3377,,57 D6,-37.255213,143.139315,,,,FALSE,,21610,ARARAT12890,Tennis (Outdoor),2.00,Asphalt,,,,,,," Buangor-Ben Nevis Road, WARRAK 3377",57 D6
ARARAT12891,Ararat Rural City Council,Wickliffe Recreation Reserve,121,,Willaura-Wickliffe,Road,WICKLIFFE,3379,,74 D5,-37.685497,142.722645,,,,FALSE,,21612,ARARAT12891,Tennis (Outdoor),,,,,,,,," Willaura-Wickliffe Road, WICKLIFFE 3379",74 D5
ARARAT12894,Ararat Rural City Council,Willaura Recreation Reserve,124,,Delacome,Way,WILLLAURA,3379,,555 T3,-37.545101,142.744682,,,,FALSE,,21617,ARARAT12894,Tennis (Outdoor),,,,,,,,," Delacome Way, WILLLAURA 3379",555 T3
BALLAR12511,Ballarat City Council,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),177,902,Pleasant,Street,REDAN,3350,,565 T12,-37.580091,143.834217,State Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,,27746,BALLAR12511,,,,,,,Same as above,Same as above,,"902 Pleasant Street, REDAN 3350",565 T12
BALLAR12511,Ballarat City Council,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),177,902,Pleasant,Street,REDAN,3350,,565 T12,-37.580091,143.834217,State Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,,27745,BALLAR12511,,,,,,,Same as above,Same as above,,"902 Pleasant Street, REDAN 3350",565 T12
BALLAR12511,Ballarat City Council,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),177,902,Pleasant,Street,REDAN,3350,,565 T12,-37.580091,143.834217,State Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,,27747,BALLAR12511,,,,,,,Same as above,Same as above,,"902 Pleasant Street, REDAN 3350",565 T12
BALLAR12511,Ballarat City Council,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),177,902,Pleasant,Street,REDAN,3350,,565 T12,-37.580091,143.834217,State Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,,27744,BALLAR12511,,,,,,,Same as above,Same as above,,"902 Pleasant Street, REDAN 3350",565 T12
BALLAR12511,Ballarat City Council,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),177,902,Pleasant,Street,REDAN,3350,,565 T12,-37.580091,143.834217,State Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,,27743,BALLAR12511,,,,,,,Same as above,Same as above,,"902 Pleasant Street, REDAN 3350",565 T12
BALLAR12497,Ballarat City Council,Eastern Oval,163,,Peel,Street,BALLARAT,3350,,566 E7,-37.557818,143.863653,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,20716,BALLAR12497,,,,,,,,,," Peel Street, BALLARAT 3350",566 E7
BALLAR12461,Ballarat City Council,Anytime Fitness Ballarat,127,601-603,La Trobe,Street,BALLARAT,3350,,565 U10,-37.573219,143.835744,Privately Owned,,,FALSE,,20639,BALLAR12461,Aerobics,,,,,,,,,"601-603 La Trobe Street, BALLARAT 3350",565 U10
BALLAR12462,Ballarat City Council,Anytime Fitness Mount Clear,128,5/1174,Geelong,Road,MOUNT CLEAR,3350,,572 F6,-37.602661,143.867711,Privately Owned,,,FALSE,,20641,BALLAR12462,Aerobics,,,,,,,,,"5/1174 Geelong Road, MOUNT CLEAR 3350",572 F6
BALLAR12538,Ballarat City Council,Ballarat Squash and Raquetball,204,106,Dowling,Street,WENDOUREE,3355,,566 A4,-37.541994,143.839993,Privately Owned,,,FALSE,,20803,BALLAR12538,Aerobics,,,,,,,,,"106 Dowling Street, WENDOUREE 3355",566 A4
BALLAR5487,Ballarat City Council,Contours Wendouree,5487,1247,Howitt,Street,WENDOUREE,3355,,565 S3,-37.54018,143.826133,,,,FALSE,,27790,BALLAR5487,Aerobics,,,,,,,,,"1247 Howitt Street, WENDOUREE 3355",565 S3
BALLAR12491,Ballarat City Council,Countours Wendouree,157,1247,Howitt,Street,WENDOUREE,3355,,565 S3,-37.54018,143.826133,Privately Owned,,,FALSE,,20698,BALLAR12491,Aerobics,,,,,,,,,"1247 Howitt Street, WENDOUREE 3355",565 S3
BALLAR12492,Ballarat City Council,CrossFit Ballarat,158,7823,Midland,Highway,MAGPIE,3352,,571 U11,-37.63028,143.836995,Privately Owned,,,FALSE,,20700,BALLAR12492,Aerobics,,,,,,,,,"7823 Midland Highway, MAGPIE 3352",571 U11
BALLAR12493,Ballarat City Council,Curves Sebastopol,159,58-60,Albert,Street,SEBASTOPOL,3350,,572 A2,-37.587151,143.840496,Privately Owned,,,FALSE,,20702,BALLAR12493,Aerobics,,,,,,,,,"58-60 Albert Street, SEBASTOPOL 3350",572 A2
BALLAR12494,Ballarat City Council,Curves Wendouree,160,1245,Howitt,Street,WENDOUREE,3355,,565 S3,-37.540176,143.826312,Privately Owned,,,FALSE,,20704,BALLAR12494,Aerobics,,,,,,,,,"1245 Howitt Street, WENDOUREE 3355",565 S3
BALLAR12501,Ballarat City Council,Fernwood Ballarat,167,102/106,Lydiard,Street North,BALLARAT,3350,,566 D8,-37.559542,143.858644,Privately Owned,,,FALSE,,20722,BALLAR12501,Aerobics,,,,,,,,,"102/106 Lydiard Street North, BALLARAT 3350",566 D8
BALLAR12516,Ballarat City Council,O'Briens Kickboxing & Boxing Gym,182,502,Howitt,Street,BALLARAT NORTH,3350,,566 D4,-37.542919,143.857592,Privately Owned,,,FALSE,,27793,BALLAR12516,Aerobics,,,,,,,,,"502 Howitt Street, BALLARAT NORTH 3350",566 D4
BALLAR12517,Ballarat City Council,On Track Personal Fitness,183,37,Sturt,Street,BALLARAT,3350,,566 D8,-37.562484,143.859425,Privately Owned,,,FALSE,,20760,BALLAR12517,Aerobics,,,,,,,,,"37 Sturt Street, BALLARAT 3350",566 D8
BALLAR12525,Ballarat City Council,Spartans Gym and Supplements,191,502,Howitt,Street,BALLARAT NORTH,3350,,566 D4,-37.542901,143.857062,Privately Owned,,,FALSE,,20778,BALLAR12525,Aerobics,,,,,,,,,"502 Howitt Street, BALLARAT NORTH 3350",566 D4
BALLAR12527,Ballarat City Council,Tennis Ballarat,193,8-40,Grant,Street,SEBASTOPOL,3356,,571 T2,-37.589433,143.829566,Privately Owned,,,FALSE,,20781,BALLAR12527,Aerobics,,,,,,,,,"8-40 Grant Street, SEBASTOPOL 3356",571 T2
BALLAR12530,Ballarat City Council,UniSports,196,,University,Drive,MOUNT HELEN,3350,,572 K11,-37.625352,143.890766,University Owned,,,FALSE,,20786,BALLAR12530,Aerobics,,,,,,,,," University Drive, MOUNT HELEN 3350",572 K11
BALLAR12519,Ballarat City Council,Prince of Wales Park,185,,Gillies,Street,BALLARAT,3350,,565 Q5,-37.549886,143.817174,State Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,,20765,BALLAR12519,Archery,2.00,Grass,,,,,,," Gillies Street, BALLARAT 3350",565 Q5
BALLAR12479,Ballarat City Council,Brown Hill Recreation Reserve,145,,Reid,Street,BROWN HILL,3350,,567 L6,-37.552298,143.896409,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,20669,BALLAR12479,Athletics,1.00,Grass Running Track,,4. Good,,"Female, Male, Umpire/Officials, Unisex","Canteen / Kiosk, Cricket Practise Nets, Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",," Reid Street, BROWN HILL 3350",567 L6
BALLAR12486,Ballarat City Council,C E Brown Recreation Reserve,152,,Norman,Street,WENDOUREE,3355,,566 B3,-37.536707,143.842577,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,20681,BALLAR12486,Athletics,1.00,Grass Running Track,,5. Very Good,,"Female, Male, Umpire/Officials, Unisex","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Media Facilities, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - P",," Norman Street, WENDOUREE 3355",566 B3
BALLAR12507,Ballarat City Council,Llanberris Reserve,173,,York,Street,BALLARAT,3350,,566 F10,-37.569035,143.866226,State Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,,20734,BALLAR12507,Athletics,1.00,Synthetic Running Track,,4. Good,,"Female, Male, Same as above, Umpire/Officials, Unisex","Canteen / Kiosk, Flood Lighting (100 + Lux), Grandstand, Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",," York Street, BALLARAT 3350",566 F10
BALLAR12533,Ballarat City Council,University of Ballarat Oval,199,,University,Drive,MOUNT HELEN,3350,,572 J10,-37.625006,143.887907,University Owned,Both,,FALSE,,20790,BALLAR12533,Athletics,1.00,Grass Running Track,,,,,,," University Drive, MOUNT HELEN 3350",572 J10
BALLAR12460,Ballarat City Council,Alfredton Recreation Reserve,126,,Cuthberts,Road,ALFREDTON,3350,,565 N6,-37.555141,143.799882,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,20634,BALLAR12460,Australian Rules Football,2.00,Grass,,5. Very Good,,"Female, Male, Umpire/Officials, Unisex","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavili",," Cuthberts Road, ALFREDTON 3350",565 N6
BALLAR12467,Ballarat City Council,Ballarat Grammar Oval 2,133,,Forest,Street,WENDOUREE,3355,,565 T2,-37.534015,143.831061,Private School Owned,Recreation,,FALSE,,20652,BALLAR12467,Australian Rules Football,2.00,Grass,,,,,,," Forest Street, WENDOUREE 3355",565 T2
BALLAR12472,Ballarat City Council,Ballarat Secondary College - East Campus,138,,Victoria,Street,BALLARAT EAST,3350,,567 L8,-37.559416,143.894588,State School Owned,Both,,FALSE,,20659,BALLAR12472,Australian Rules Football,1.00,Grass,,,,,,," Victoria Street, BALLARAT EAST 3350",567 L8
BALLAR12473,Ballarat City Council,Ballarat Secondary College - Wendouree Campus,139,,Forest,Road,WENDOUREE,3355,,561 U10,-37.519558,143.832447,State School Owned,Both,,FALSE,,20662,BALLAR12473,Australian Rules Football,1.00,Grass,,,,,,," Forest Road, WENDOUREE 3355",561 U10
BALLAR12484,Ballarat City Council,Buninyong Recreation Reserve,150,,Forest,Street,BUNINYONG,3357,,578 J4,-37.648825,143.89068,State Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,,20677,BALLAR12484,Australian Rules Football,1.00,Grass,,4. Good,,"Female, Male, Umpire/Officials, Unisex","Canteen / Kiosk, Childcare Facilities, Community Meeting Area, Cricket Practise Nets, Flood Lighting (100 + Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms), Traine",," Forest Street, BUNINYONG 3357",578 J4
BALLAR12486,Ballarat City Council,C E Brown Recreation Reserve,152,,Norman,Street,WENDOUREE,3355,,566 B3,-37.536707,143.842577,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,20682,BALLAR12486,Australian Rules Football,2.00,Grass,,5. Very Good,,"Female, Male, Umpire/Officials, Unisex","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Media Facilities, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - P",," Norman Street, WENDOUREE 3355",566 B3
