Facility ID,LGA Name,Facility Name,Facility_AutoNumber,Street #,Street Name,Street Type,Suburb/Town,Pcode,Melway Ref,VicRoads Ref,Latitude,Longitude,Facility Ownership,Facility Purpose,Facility Category,CFA Safer Place?,Access_,FaciltySportPlayedID,Facility ID,Sports Played,Number of Field/Courts,Field/Surface Type,Age of Facility,Condition of Facility,Facility Upgrade Age,Changerooms,Facility Features,Spectator numbers for seating/shelter,FullAddress,MelwaysVicRoadsRef
INDIGO11004,Indigo Shire Council,Tangambalanga recreation Reserve,2808,,Kiewa-Bonegilla,road,TANGAMBALANGA,3691,,36 B6,-36.251102,147.029064,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Playing Areas, Sports Pavilion / Clubrooms",22500,INDIGO11004,Australian Rules Football,1.00,Grass,6 - 10 Years,5. Very Good,6 - 10 Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubroo",50.00," Kiewa-Bonegilla road, TANGAMBALANGA 3691",36 B6
INDIGO11005,Indigo Shire Council,Wahgunya recreation reserve,2809,,Traton,Street,WAHGUNYA,3687,,656 F8,-36.01873,146.387674,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Sports Pavilion / Clubrooms",22505,INDIGO11005,Australian Rules Football,1.00,Grass,26 - 50 Years,2. Poor,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",50.00," Traton Street, WAHGUNYA 3687",656 F8
INDIGO10998,Indigo Shire Council,Barkley Park,2791,,Reid,Street,RUTHERGLEN,3685,,657 N9,-36.050985,146.457912,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Spectator Areas",22490,INDIGO10998,Cricket,1.00,Turf Pitch,11 - 25 Years,4. Good,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",50.00," Reid Street, RUTHERGLEN 3685",657 N9
INDIGO10987,Indigo Shire Council,Barnawartha recreation reserve,2793,,Stanley,Street,BARNAWARTHA,3747,,653 G9,-36.103814,146.670791,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking",22468,INDIGO10987,Cricket,1.00,Turf Pitch,11 - 25 Years,2. Poor,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Unisex), Toilets ",50.00," Stanley Street, BARNAWARTHA 3747",653 G9
INDIGO11008,Indigo Shire Council,Butson Park,2799,,Butson,Street,YACKANDANDAH,3749,,659 S11,-36.314529,146.845161,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Parking",22513,INDIGO11008,Cricket,1.00,Synthetic Pitch,11 - 25 Years,3. Average,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",50.00," Butson Street, YACKANDANDAH 3749",659 S11
INDIGO10995,Indigo Shire Council,Chiltern recreation reserve,2801,,Aliance,Street,CHILTERN,3683,,658 E4,-36.152295,146.614521,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22481,INDIGO10995,Cricket,1.00,Synthetic Pitch,11 - 25 Years,4. Good,6 - 10 Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Fac",100.00," Aliance Street, CHILTERN 3683",658 E4
INDIGO10997,Indigo Shire Council,Kiewa Recreation reserve,2802,,Kiewa-East,road,KIEWA,3691,,36 B6,-36.256681,147.015724,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22487,INDIGO10997,Cricket,1.00,Turf Pitch,11 - 25 Years,2. Poor,11 + Years,Unisex,"Cricket Practise Nets, Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public)",10.00," Kiewa-East road, KIEWA 3691",36 B6
INDIGO11002,Indigo Shire Council,Rutherglen recreation reserve,2805,,Stanton,road,RUTHERGLEN,3685,,657 L11,-36.061094,146.449804,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22496,INDIGO11002,Cricket,1.00,Synthetic Pitch,,,,,,," Stanton road, RUTHERGLEN 3685",657 L11
INDIGO11003,Indigo Shire Council,Stanley Recreation reserve,2807,,Main,road,STANLEY,3747,,35 E8,-36.402911,146.75553,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",TRUE,,22499,INDIGO11003,Cricket,1.00,Synthetic Pitch,11 - 25 Years,4. Good,11 + Years,"Female, Male","Cricket Practise Nets, Grandstand, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",20.00," Main road, STANLEY 3747",35 E8
INDIGO11007,Indigo Shire Council,Yackandandah Recreation reserve,2813,,Wellsford,Street,YACKANDANDAH,3749,,659 R11,-36.317068,146.835385,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Sports Pavilion / Clubrooms",22510,INDIGO11007,Cricket,1.00,Turf Pitch,0 - 5 Years,5. Very Good,1 - 5 Years,"Female, Male, Umpire/Officials","Cricket Practise Nets, Grandstand, Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",50.00," Wellsford Street, YACKANDANDAH 3749",659 R11
INDIGO10991,Indigo Shire Council,Beechworth Bowls/Croquet Club,2794,,Harper ,avenue,BEECHWORTH,3747,,659 O6,-36.361589,146.688158,State Government Owned,Sport,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,Parking,22473,INDIGO10991,Croquet,1.00,Grass,11 - 25 Years,4. Good,11 + Years,"Female, Male","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",100.00," Harper  avenue, BEECHWORTH 3747",659 O6
INDIGO5322,Indigo Shire Council,Barnawartha Loop,5322,,High,Street,BARNAWARTHA,,,,-36.105253,146.67397,,Both,,FALSE,,27570,INDIGO5322,Cycling,1.00,Road,,,,,,," High Street, BARNAWARTHA ",
INDIGO5415,Indigo Shire Council,Beechworth Mtb Park,5415,,,,,,,,-36.342577,146.700869,,,,FALSE,,27671,INDIGO5415,Cycling,,,,,,,,,"  ,  ",
INDIGO5321,Indigo Shire Council,Rutherglen Loop,5321,,Chiltern - Rutherglen,Road,RUTHERGLEN,,,,-36.150074,146.60440,,,,FALSE,,27569,INDIGO5321,Cycling,1.00,Road,,,,,,," Chiltern - Rutherglen Road, RUTHERGLEN ",
INDIGO11350,Indigo Shire Council,Sandy Creek Reserve,4788,,Reserve ,Road,SANDY CREEK,3691,,,-36.27839,147.111592,,,,FALSE,,26862,INDIGO11350,Equestrian,,,,,,,,," Reserve  Road, SANDY CREEK 3691",
INDIGO10994,Indigo Shire Council,Beechworth Squash and Fitness Centre,2796,4,Melish,Street,BEECHWORTH,3747,,659 N6,-36.366693,146.682768,Privately Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22478,INDIGO10994,Fitness / Gymnasium Workouts,1.00,,,,,,,,"4 Melish Street, BEECHWORTH 3747",659 N6
INDIGO10988,Indigo Shire Council,Barnawartha Golf Club,2792,,Soldiers,road,BARNAWARTHA,3747,,35 C7,-36.10334,146.668913,State Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,Parking,22469,INDIGO10988,Golf,1.00,9 Hole Course - Public,11 - 25 Years,3. Average,11 + Years,Unisex,Toilets (Unisex),," Soldiers road, BARNAWARTHA 3747",35 C7
INDIGO10990,Indigo Shire Council,Beechworth Golf Club,2795,,Balaclava,road,BEECHWORTH,3747,,659 P2,-36.349931,146.696897,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",TRUE,"Changerooms, Parking, Playing Areas, Sports Pavilion / Clubrooms",22472,INDIGO10990,Golf,1.00,18 Hole Course - Public,0 - 5 Years,5. Very Good,1 - 5 Years,"Female, Male","Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",50.00," Balaclava road, BEECHWORTH 3747",659 P2
INDIGO10996,Indigo Shire Council,Chiltern Golf Club,2800,,North,road,CHILTERN,3683,,658 A2,-36.145156,146.613129,Privately Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,Changerooms,22486,INDIGO10996,Golf,1.00,18 Hole Course - Public,,,,,,," North road, CHILTERN 3683",658 A2
INDIGO10999,Indigo Shire Council,Rutherglen Golf Course/ Bowls Club,2803,,Murray,Street,RUTHERGLEN,3685,,657 M9,-36.054884,146.452255,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22492,INDIGO10999,Golf,1.00,18 Hole Course - Public,,,,,,," Murray Street, RUTHERGLEN 3685",657 M9
INDIGO11011,Indigo Shire Council,Yackandandah Golf Club,2812,,Racecourse,road,YACKANDANDAH,3749,,659 T11,-36.314378,146.850613,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22517,INDIGO11011,Golf,1.00,9 Hole Course - Public,26 - 50 Years,3. Average,11 + Years,"Female, Male","Canteen / Kiosk, Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms)",20.00," Racecourse road, YACKANDANDAH 3749",659 T11
INDIGO11002,Indigo Shire Council,Rutherglen recreation reserve,2805,,Stanton,road,RUTHERGLEN,3685,,657 L11,-36.061094,146.449804,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22497,INDIGO11002,Hockey,1.00,Grass,,,,,,," Stanton road, RUTHERGLEN 3685",657 L11
INDIGO10991,Indigo Shire Council,Beechworth Bowls/Croquet Club,2794,,Harper ,avenue,BEECHWORTH,3747,,659 O6,-36.361589,146.688158,State Government Owned,Sport,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,Parking,22474,INDIGO10991,Lawn Bowls,1.00,Grass,11 - 25 Years,4. Good,11 + Years,"Female, Male","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",100.00," Harper  avenue, BEECHWORTH 3747",659 O6
INDIGO10995,Indigo Shire Council,Chiltern recreation reserve,2801,,Aliance,Street,CHILTERN,3683,,658 E4,-36.152295,146.614521,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22482,INDIGO10995,Lawn Bowls,1.00,Grass,11 - 25 Years,3. Average,6 - 10 Years,"Female, Male","Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",," Aliance Street, CHILTERN 3683",658 E4
INDIGO10999,Indigo Shire Council,Rutherglen Golf Course/ Bowls Club,2803,,Murray,Street,RUTHERGLEN,3685,,657 M9,-36.054884,146.452255,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22493,INDIGO10999,Lawn Bowls,2.00,Grass,,,,,,," Murray Street, RUTHERGLEN 3685",657 M9
INDIGO11004,Indigo Shire Council,Tangambalanga recreation Reserve,2808,,Kiewa-Bonegilla,road,TANGAMBALANGA,3691,,36 B6,-36.251102,147.029064,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Playing Areas, Sports Pavilion / Clubrooms",22501,INDIGO11004,Lawn Bowls,1.00,Grass,26 - 50 Years,4. Good,1 - 5 Years,"Female, Male","Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms)",20.00," Kiewa-Bonegilla road, TANGAMBALANGA 3691",36 B6
INDIGO11009,Indigo Shire Council,Yackandandah Bowls Club,2811,,Railway,avenue,YACKANDANDAH,3749,,659 S10,-36.310176,146.841135,,,,FALSE,,22515,INDIGO11009,Lawn Bowls,1.00,Grass,,,,,,," Railway avenue, YACKANDANDAH 3749",659 S10
INDIGO11005,Indigo Shire Council,Wahgunya recreation reserve,2809,,Traton,Street,WAHGUNYA,3687,,656 F8,-36.01873,146.387674,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Sports Pavilion / Clubrooms",22506,INDIGO11005,Motor Sports,1.00,,,,,,,," Traton Street, WAHGUNYA 3687",656 F8
INDIGO10989,Indigo Shire Council,Baamutha Park,2721,,Balaclava,road,BEECHWORTH,3747,,659 P2,-36.349931,146.696897,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",TRUE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22471,INDIGO10989,Netball,1.00,Asphalt,0 - 5 Years,5. Very Good,1 - 5 Years,"Umpire/Officials, Unisex","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Unisex), Toilets ",," Balaclava road, BEECHWORTH 3747",659 P2
INDIGO10998,Indigo Shire Council,Barkley Park,2791,,Reid,Street,RUTHERGLEN,3685,,657 N9,-36.050985,146.457912,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Spectator Areas",22491,INDIGO10998,Netball,3.00,Asphalt,11 - 25 Years,4. Good,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",50.00," Reid Street, RUTHERGLEN 3685",657 N9
INDIGO11008,Indigo Shire Council,Butson Park,2799,,Butson,Street,YACKANDANDAH,3749,,659 S11,-36.314529,146.845161,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Parking",22514,INDIGO11008,Netball,1.00,Asphalt,11 - 25 Years,3. Average,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",50.00," Butson Street, YACKANDANDAH 3749",659 S11
INDIGO10995,Indigo Shire Council,Chiltern recreation reserve,2801,,Aliance,Street,CHILTERN,3683,,658 E4,-36.152295,146.614521,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22483,INDIGO10995,Netball,1.00,Asphalt,6 - 10 Years,3. Average,6 - 10 Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Fac",10.00," Aliance Street, CHILTERN 3683",658 E4
INDIGO11004,Indigo Shire Council,Tangambalanga recreation Reserve,2808,,Kiewa-Bonegilla,road,TANGAMBALANGA,3691,,36 B6,-36.251102,147.029064,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Playing Areas, Sports Pavilion / Clubrooms",22502,INDIGO11004,Netball,1.00,Asphalt,6 - 10 Years,4. Good,6 - 10 Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubroo",20.00," Kiewa-Bonegilla road, TANGAMBALANGA 3691",36 B6
INDIGO11005,Indigo Shire Council,Wahgunya recreation reserve,2809,,Traton,Street,WAHGUNYA,3687,,656 F8,-36.01873,146.387674,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Sports Pavilion / Clubrooms",22507,INDIGO11005,Netball,1.00,Asphalt,11 - 25 Years,2. Poor,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",50.00," Traton Street, WAHGUNYA 3687",656 F8
INDIGO11206,Indigo Shire Council,Yackandandah Pistol Club,5045,,Sandy Gully,Road,YACKANDANDAH,3749,,,-36.357519,146.882133,,,,FALSE,,27210,INDIGO11206,Shooting Sports,,,,,,,,," Sandy Gully Road, YACKANDANDAH 3749",
INDIGO10993,Indigo Shire Council,Beechworth Swimming Pool & Skatepark,2797,,Church,Street,BEECHWORTH,3747,,659 N4,-36.362865,146.687243,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22476,INDIGO10993,Skating,,,,,,,,," Church Street, BEECHWORTH 3747",659 N4
INDIGO10995,Indigo Shire Council,Chiltern recreation reserve,2801,,Aliance,Street,CHILTERN,3683,,658 E4,-36.152295,146.614521,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22484,INDIGO10995,Skating,1.00,,0 - 5 Years,4. Good,1 - 5 Years,,,," Aliance Street, CHILTERN 3683",658 E4
INDIGO11002,Indigo Shire Council,Rutherglen recreation reserve,2805,,Stanton,road,RUTHERGLEN,3685,,657 L11,-36.061094,146.449804,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22498,INDIGO11002,soccer,1.00,Grass,,,,,,," Stanton road, RUTHERGLEN 3685",657 L11
INDIGO10994,Indigo Shire Council,Beechworth Squash and Fitness Centre,2796,4,Melish,Street,BEECHWORTH,3747,,659 N6,-36.366693,146.682768,Privately Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22479,INDIGO10994,Squash / Racquetball,2.00,,,,,,,,"4 Melish Street, BEECHWORTH 3747",659 N6
INDIGO10993,Indigo Shire Council,Beechworth Swimming Pool & Skatepark,2797,,Church,Street,BEECHWORTH,3747,,659 N4,-36.362865,146.687243,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22477,INDIGO10993,Swimming,1.00,"25m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool",26 - 50 Years,3. Average,11 + Years,"Female, Male","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",20.00," Church Street, BEECHWORTH 3747",659 N4
INDIGO11001,Indigo Shire Council,Rutherglen Outdoor Pool,2804,,Murray,Street,RUTHERGLEN,3685,,657 M6,-36.0556,146.457735,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",22495,INDIGO11001,Swimming,1.00,,26 - 50 Years,5. Very Good,1 - 5 Years,"Female, Male","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",50.00," Murray Street, RUTHERGLEN 3685",657 M6
INDIGO11004,Indigo Shire Council,Tangambalanga recreation Reserve,2808,,Kiewa-Bonegilla,road,TANGAMBALANGA,3691,,36 B6,-36.251102,147.029064,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Playing Areas, Sports Pavilion / Clubrooms",22503,INDIGO11004,Swimming,1.00,,26 - 50 Years,3. Average,6 - 10 Years,"Female, Male","Canteen / Kiosk, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",20.00," Kiewa-Bonegilla road, TANGAMBALANGA 3691",36 B6
INDIGO11010,Indigo Shire Council,Yackandandah Swimming pool,2814,,Railway,avenue,YACKANDANDAH,3749,,659 S10,-36.311306,146.84036,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Parking",22516,INDIGO11010,Swimming,1.00,25m Pool - Outdoor,26 - 50 Years,4. Good,11 + Years,"Female, Male","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",20.00," Railway avenue, YACKANDANDAH 3749",659 S10
INDIGO10986,Indigo Shire Council,Allans Flat Tennis Club,2720,,Osbornes,road,ALLANS FLAT,3691,,35 G6,-36.276073,146.908388,State Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Changerooms, Parking, Playing Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22466,INDIGO10986,Tennis (Outdoor),2.00,Asphalt,11 - 25 Years,3. Average,6 - 10 Years,Unisex,"Sports Pavilion / Clubrooms, Toilets (Outdoor - Public)",," Osbornes road, ALLANS FLAT 3691",35 G6
INDIGO10992,Indigo Shire Council,Beechworth Tennis Club,2798,,Tanswell,Street,BEECHWORTH,3747,,659 P5,-36.360758,146.689218,Privately Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22475,INDIGO10992,Tennis (Outdoor),11.00,Grass,26 - 50 Years,3. Average,11 + Years,"Female, Male","Flood Lighting (50 - 99 Lux), Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms)",20.00," Tanswell Street, BEECHWORTH 3747",659 P5
INDIGO10995,Indigo Shire Council,Chiltern recreation reserve,2801,,Aliance,Street,CHILTERN,3683,,658 E4,-36.152295,146.614521,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Sports Pavilion / Clubrooms, Unisex Toilet(s)",22485,INDIGO10995,Tennis (Outdoor),6.00,Artificial Turf,11 - 25 Years,4. Good,11 + Years,"Female, Male","Flood Lighting (50 - 99 Lux), Sports Pavilion / Clubrooms, Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms)",50.00," Aliance Street, CHILTERN 3683",658 E4
INDIGO10997,Indigo Shire Council,Kiewa Recreation reserve,2802,,Kiewa-East,road,KIEWA,3691,,36 B6,-36.256681,147.015724,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,22488,INDIGO10997,Tennis (Outdoor),2.00,Asphalt,,,,,,," Kiewa-East road, KIEWA 3691",36 B6
INDIGO11000,Indigo Shire Council,Rutherglen Tennis Club,2806,,High ,Street,RUTHERGLEN,3685,,657 O9,-36.056731,146.455694,,,,FALSE,,22494,INDIGO11000,Tennis (Outdoor),6.00,Artificial Turf,,,,,,," High  Street, RUTHERGLEN 3685",657 O9
INDIGO11004,Indigo Shire Council,Tangambalanga recreation Reserve,2808,,Kiewa-Bonegilla,road,TANGAMBALANGA,3691,,36 B6,-36.251102,147.029064,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Playing Areas, Sports Pavilion / Clubrooms",22504,INDIGO11004,Tennis (Outdoor),4.00,"Artificial Turf, Asphalt",,,,,,," Kiewa-Bonegilla road, TANGAMBALANGA 3691",36 B6
INDIGO11005,Indigo Shire Council,Wahgunya recreation reserve,2809,,Traton,Street,WAHGUNYA,3687,,656 F8,-36.01873,146.387674,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Sports Pavilion / Clubrooms",22508,INDIGO11005,Tennis (Outdoor),4.00,Artificial Turf,11 - 25 Years,4. Good,11 + Years,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",20.00," Traton Street, WAHGUNYA 3687",656 F8
INDIGO11006,Indigo Shire Council,Wooragee tennis club,2810,,Beechworth-Wodonga ,road,WORAGEE,3747,,35 D6,-36.290435,146.730506,,,,FALSE,,22509,INDIGO11006,Tennis (Outdoor),2.00,Asphalt,,,,,,," Beechworth-Wodonga  road, WORAGEE 3747",35 D6
INDIGO11007,Indigo Shire Council,Yackandandah Recreation reserve,2813,,Wellsford,Street,YACKANDANDAH,3749,,659 R11,-36.317068,146.835385,State Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Sports Pavilion / Clubrooms",22511,INDIGO11007,Tennis (Outdoor),4.00,Asphalt,6 - 10 Years,4. Good,6 - 10 Years,"Female, Male, Umpire/Officials","Cricket Practise Nets, Grandstand, Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",20.00," Wellsford Street, YACKANDANDAH 3749",659 R11
KINGST10953,Kingston City Council,Highett Reserve,2930,,Turner,Road,HIGHETT,3190,77 H9,,-37.951004,145.055651,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,,25471,KINGST10953,Archery,1.00,Outdoor Archery,11 - 25 Years,3. Average,11 + Years,,"Community Meeting Area, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",," Turner Road, HIGHETT 3190",77 H9
